ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183042715-Assignment Completed,183042715,2018-10-31 23:28:55,"7408 W HOPE AV,MKE",7,ROBBERY ST ARM,Assignment Completed
183042719-Service in Progress,183042719,2018-10-31 23:27:00,"2612 W MORGAN AV,MKE",6,SUBJ W/WEAPON-DV,Service in Progress
183042721-Advised,183042721,2018-10-31 23:26:21,"W FOND DU LAC AV / W ROOSEVELT DR,MKE",7,TRAFFIC STOP,Advised
183042720-Cleared by Arrest,183042720,2018-10-31 23:26:20,"N 27TH ST / W WRIGHT ST,MKE",3,INVESTIGATION,Cleared by Arrest
183042717-Assignment Completed,183042717,2018-10-31 23:25:50,"2977 N MARYLAND AV,MKE",1,TRBL W/SUBJ,Assignment Completed
183042714-Advised,183042714,2018-10-31 23:24:47,"3939 N SHERMAN BL,MKE",7,TRAFFIC STOP,Advised
183042711-Assignment Completed,183042711,2018-10-31 23:22:19,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
183042709-Unable to Locate Complainant,183042709,2018-10-31 23:20:37,"2800-BLK S 49TH ST,MKE",6,SUSP PERS/AUTO,Unable to Locate Complainant
183042710-Service in Progress,183042710,2018-10-31 23:20:35,"516 S 68TH ST,MKE",3,INVESTIGATION,Service in Progress
183042703-Unable to Locate Complainant,183042703,2018-10-31 23:19:44,"1216 W WASHINGTON ST,MKE",2,SHOTS FIRED,Unable to Locate Complainant
183042701-Service in Progress,183042701,2018-10-31 23:18:16,"2363 S 14TH ST,MKE",2,FIRE,Service in Progress
183042699-Service in Progress,183042699,2018-10-31 23:17:10,"2489 S 9TH ST,MKE",2,BATTERY,Service in Progress
183042706-Assignment Completed,183042706,2018-10-31 23:16:38,"4400 N SHERMAN BL,MKE",7,PATROL,Assignment Completed
183042704-Service in Progress,183042704,2018-10-31 23:15:45,"749 W STATE ST,MKE",1,PRISONER TRANS,Service in Progress
183042579-Service in Progress,183042579,2018-10-31 23:12:16,"844 N 25TH ST,MKE",3,TRBL W/SUBJ,Service in Progress
183042697-Assignment Completed,183042697,2018-10-31 23:11:24,"6680 N TEUTONIA AV,MKE",4,RETURN STATION,Assignment Completed
183042664-Service in Progress,183042664,2018-10-31 23:11:07,"1978 W CONGRESS ST,MKE",5,SUSP PERS/AUTO,Service in Progress
183042695-Assignment Completed,183042695,2018-10-31 23:10:28,"304 N 76TH ST,MKE",3,TAVERN CHECK,Assignment Completed
183042691-Advised,183042691,2018-10-31 23:09:21,"3450 N 51ST BL,MKE",7,TRAFFIC STOP,Advised
183042681-Referral,183042681,2018-10-31 23:06:31,"1528 W WALKER ST,MKE",2,MEET MFD,Referral
183042687-Assignment Completed,183042687,2018-10-31 23:06:19,"8833 W CHEYENNE ST,MKE",4,NOTIFICATION,Assignment Completed
183042558-Service in Progress,183042558,2018-10-31 23:05:23,"3414 N 18TH ST,MKE",5,PROPERTY DAMAGE,Service in Progress
183042672-Unable to Locate Complainant,183042672,2018-10-31 23:04:57,"4241 N 75TH ST,MKE",7,SUSP PERS/AUTO,Unable to Locate Complainant
183042683-Advised,183042683,2018-10-31 23:03:29,"1506 N JEFFERSON ST,MKE",1,SUSP PERS/AUTO,Advised
183042685-Advised,183042685,2018-10-31 23:02:57,"4446 N HOPKINS ST,MKE",7,TRAFFIC STOP,Advised
183042619-Service in Progress,183042619,2018-10-31 23:01:49,"3224 S 16TH ST,MKE",6,ACC PI,Service in Progress
183042677-Advised,183042677,2018-10-31 22:59:40,"N OAKLAND AV / E LOCUST ST,MKE",1,ACC PI,Advised
183042646-Unable to Locate Complainant,183042646,2018-10-31 22:59:13,"4316 N 88TH ST,MKE",7,WELFARE CITIZEN,Unable to Locate Complainant
183042679-Assignment Completed,183042679,2018-10-31 22:59:07,"7151 N 86TH ST,MKE",4,BUSINESS CHECK,Assignment Completed
183042676-Advised,183042676,2018-10-31 22:57:49,"W HARRISON AV / S 15TH ST,MKE",2,TRAFFIC STOP,Advised
183042674-Service in Progress,183042674,2018-10-31 22:57:34,"1100 N OLD WORLD THIRD ST,MKE",1,PARK AND WALK,Service in Progress
183042658-Advised,183042658,2018-10-31 22:56:57,"2218 S 32ND ST,MKE",2,FAMILY TROUBL-DV,Advised
183042670-Assignment Completed,183042670,2018-10-31 22:55:24,"3830 W NATIONAL AV,MKE",2,TAVERN CHECK,Assignment Completed
183042666-Service in Progress,183042666,2018-10-31 22:55:14,"915 N 24TH ST,MKE",3,FIRE,Service in Progress
183042669-Advised,183042669,2018-10-31 22:55:14,"4041 N SHERMAN BL,MKE",7,TRAFFIC STOP,Advised
183042665-Assignment Completed,183042665,2018-10-31 22:53:37,"2010 W WALNUT ST,MKE",3,TRAFFIC HAZARD,Assignment Completed
183042656-Advised,183042656,2018-10-31 22:53:25,"729 N MILWAUKEE ST,MKE",1,NOISE NUISANCE,Advised
183042663-Advised/Referral,183042663,2018-10-31 22:53:24,"3913 N 26TH ST,MKE",5,BATTERY,Advised/Referral
183042536-Advised,183042536,2018-10-31 22:53:05,"5732 W VILLARD AV,MKE",4,PROPERTY DAMAGE,Advised
183042632-Advised,183042632,2018-10-31 22:49:57,"E LYON ST / N JEFFERSON ST,MKE",1,THEFT,Advised
183042653-Assignment Completed,183042653,2018-10-31 22:49:23,"E WEBSTER PL / N OAKLAND AV,MKE",1,FIRE,Assignment Completed
183042590-Advised,183042590,2018-10-31 22:48:44,"3210 N 54TH ST,MKE",7,NOISE NUISANCE,Advised
183042655-Assignment Completed,183042655,2018-10-31 22:48:12,"6929 W SILVER SPRING DR,MKE",4,POLICE ADMIN,Assignment Completed
183042651-Assignment Completed,183042651,2018-10-31 22:45:46,"540 S 76TH ST,MKE",3,TAVERN CHECK,Assignment Completed
183042650-City Citation(s) Issued,183042650,2018-10-31 22:45:26,"N SHERMAN BL / W DOUGLAS AV,MKE",4,TRAFFIC STOP,City Citation(s) Issued
183042642-Advised/Referral,183042642,2018-10-31 22:42:40,"2936 S 13TH ST,MKE",6,BATTERY DV,Advised/Referral
183042644-Assignment Completed,183042644,2018-10-31 22:42:13,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
183042641-Assignment Completed,183042641,2018-10-31 22:41:30,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
183042639-Unable to Locate Complainant,183042639,2018-10-31 22:41:22,"2716 N 45TH ST,MKE",7,SUSP PERS/AUTO,Unable to Locate Complainant
183042617-Service in Progress,183042617,2018-10-31 22:39:59,"2963 N 45TH ST,MKE",7,ENTRY,Service in Progress
183042634-Assignment Completed,183042634,2018-10-31 22:36:41,"S 16TH ST / W LINCOLN AV,MKE",2,BATTERY,Assignment Completed
183042618-Unable to Locate Complainant,183042618,2018-10-31 22:35:40,"999 W MT VERNON AV,MKE",3,CALL FOR POLICE,Unable to Locate Complainant
183042623-Assignment Completed,183042623,2018-10-31 22:35:15,"3355 N PALMER ST,MKE",5,INJ PERSON/SICK,Assignment Completed
183042633-Assignment Completed,183042633,2018-10-31 22:34:55,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
183042631-Service in Progress,183042631,2018-10-31 22:34:33,"N 9TH ST / W NORTH AV,MKE",3,INVESTIGATION,Service in Progress
183042545-Unable to Locate Complainant,183042545,2018-10-31 22:33:46,"2862 N MARTIN L KING JR DR,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
183042587-Service in Progress,183042587,2018-10-31 22:32:59,"3141 S 57TH ST,MKE",6,ENTRY,Service in Progress
183042628-Assignment Completed,183042628,2018-10-31 22:32:30,"245 W LINCOLN AV,MKE",2,REPORTS,Assignment Completed
183042625-Assignment Completed,183042625,2018-10-31 22:31:58,"4102 N 47TH ST,MKE",7,ROBBERY ARMED,Assignment Completed
183042624-Advised,183042624,2018-10-31 22:30:34,"S 25TH ST / W LINCOLN AV,MKE",2,TRAFFIC STOP,Advised
183042723-Advised,183042723,2018-10-31 23:34:55,"1210 N VAN BUREN ST,MKE",1,INJ PERSON/SICK,Advised
183042701-To be Filed,183042701,2018-10-31 23:18:16,"2363 S 14TH ST,MKE",2,FIRE,To be Filed
183042664-Advised,183042664,2018-10-31 23:11:07,"1978 W CONGRESS ST,MKE",5,SUSP PERS/AUTO,Advised
183042558-City Citation(s) Issued,183042558,2018-10-31 23:05:23,"3414 N 18TH ST,MKE",5,PROPERTY DAMAGE,City Citation(s) Issued
183042619-Advised,183042619,2018-10-31 23:01:49,"3224 S 16TH ST,MKE",6,ACC PI,Advised
183042731-Assignment Completed,183042731,2018-10-31 23:39:50,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
183042727-To be Filed,183042727,2018-10-31 23:35:22,"N 67TH ST / W FLORIST AV,MKE",4,VEHICLE PURSUIT,To be Filed
183042699-Advised,183042699,2018-10-31 23:17:10,"2489 S 9TH ST,MKE",2,BATTERY,Advised
183042736-Service in Progress,183042736,2018-10-31 23:44:07,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Service in Progress
183042728-Unable to Locate Complainant,183042728,2018-10-31 23:43:31,"4925 N 49TH ST,MKE",7,CALL FOR POLICE,Unable to Locate Complainant
183042713-Service in Progress,183042713,2018-10-31 23:43:26,"1567 W NATIONAL AV,MKE",2,INJ PERSON/SICK,Service in Progress
183042732-Assignment Completed,183042732,2018-10-31 23:42:03,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
183042743-Service in Progress,183042743,2018-10-31 23:49:21,"700 S 2ND ST,MKE",2,FOLLOW UP,Service in Progress
183042741-Assignment Completed,183042741,2018-10-31 23:48:00,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183042740-Service in Progress,183042740,2018-10-31 23:47:43,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
183042739-Assignment Completed,183042739,2018-10-31 23:47:23,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
183042748-Assignment Completed,183042748,2018-10-31 23:53:36,"11800 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed
183042745-Service in Progress,183042745,2018-10-31 23:51:27,"4667 N SHERMAN BL,MKE",7,TRAFFIC STOP,Service in Progress
183042733-Service in Progress,183042733,2018-10-31 23:59:46,"3521 N TEUTONIA AV,MKE",5,SHOTSPOTTER,Service in Progress
183042753-Service in Progress,183042753,2018-10-31 23:57:21,"2030 N 41ST ST,MKE",3,VACANT HOUSE CHK,Service in Progress
183042752-Assignment Completed,183042752,2018-10-31 23:57:11,"1619 S 1ST ST,MKE",2,BUSINESS CHECK,Assignment Completed
183042751-Assignment Completed,183042751,2018-10-31 23:57:02,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
183042750-Assignment Completed,183042750,2018-10-31 23:55:54,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
183042745-Advised,183042745,2018-10-31 23:51:27,"4667 N SHERMAN BL,MKE",7,TRAFFIC STOP,Advised
183042736-Assignment Completed,183042736,2018-10-31 23:44:07,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183042720-Assignment Completed,183042720,2018-10-31 23:26:20,"N 27TH ST / W WRIGHT ST,MKE",3,VEHICLE PURSUIT,Assignment Completed
183042579-Assignment Completed,183042579,2018-10-31 23:12:16,"844 N 25TH ST,MKE",3,TRBL W/SUBJ,Assignment Completed
183050004-Service in Progress,183050004,2018-11-01 00:03:43,"2153 N 40TH ST,MKE",3,SHOTSPOTTER,Service in Progress
183050003-No Prosecution,183050003,2018-11-01 00:03:35,"8906 W CARMEN AV,MKE",4,ENTRY-DV,No Prosecution
183050010-Assignment Completed,183050010,2018-11-01 00:03:24,"N CRAMER ST / E LINNWOOD AV,MKE",1,SPECIAL ASSIGN,Assignment Completed
183050009-Assignment Completed,183050009,2018-11-01 00:02:01,"1609 E NORTH AV,MKE",1,BUSINESS CHECK,Assignment Completed
183050005-Service in Progress,183050005,2018-11-01 00:00:53,"4115 N 56TH ST,MKE",7,RETURN STATION,Service in Progress
183042735-Advised/Referral,183042735,2018-11-01 00:00:35,"6025 N 40TH ST,MKE",4,PROPERTY DAMAGE,Advised/Referral
183050001-Service in Progress,183050001,2018-11-01 00:00:33,"1547 W WINDLAKE AV,MKE",2,SHOTSPOTTER,Service in Progress
183042756-Service in Progress,183042756,2018-11-01 00:00:14,"S 17TH ST / W WINDLAKE AV,MKE",2,SHOTS FIRED,Service in Progress
183050020-Service in Progress,183050020,2018-11-01 00:09:31,"2920 N VEL R PHILLIPS AV,MKE",5,SPECIAL ASSIGN,Service in Progress
183042450-Service in Progress,183042450,2018-11-01 00:08:44,"1217 W CAPITOL DR,MKE",5,STOLEN VEHICLE,Service in Progress
183050018-Service in Progress,183050018,2018-11-01 00:08:24,"2163 S 15TH ST,MKE",2,BATTERY,Service in Progress
183042718-Unable to Locate Complainant,183042718,2018-11-01 00:07:19,"3910 W FOND DU LAC AV,MKE",7,ACC PDO,Unable to Locate Complainant
183050014-Service in Progress,183050014,2018-11-01 00:07:02,"1314 W SCOTT ST,MKE",2,CALL FOR POLICE,Service in Progress
183042649-Service in Progress,183042649,2018-11-01 00:06:19,"3254 N 33RD ST,MKE",7,ENTRY,Service in Progress
183050006-Unable to Locate Complainant,183050006,2018-11-01 00:05:28,"2111 N 40TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
183050008-Service in Progress,183050008,2018-11-01 00:04:44,"3756 N 76TH ST,MKE",7,MEET GOVT AGENCY,Service in Progress
183050004-Assignment Completed,183050004,2018-11-01 00:03:43,"2153 N 40TH ST,MKE",3,SHOTSPOTTER,Assignment Completed
183042743-Assignment Completed,183042743,2018-10-31 23:49:21,"700 S 2ND ST,MKE",2,FOLLOW UP,Assignment Completed
183050024-Advised,183050024,2018-11-01 00:14:16,"N OAKLAND AV / E HARTFORD AV,MKE",1,TRAFFIC STOP,Advised
183042671-Unable to Locate Complainant,183042671,2018-11-01 00:11:37,"3136 S 39TH ST,MKE",6,TRBL W/SUBJ,Unable to Locate Complainant
183050021-Service in Progress,183050021,2018-11-01 00:11:34,"E BRADY ST / N WARREN AV,MKE",1,WELFARE CITIZEN,Service in Progress
183050018-Advised,183050018,2018-11-01 00:08:24,"2163 S 15TH ST,MKE",2,BATTERY,Advised
183050004-Unable to Locate Complainant,183050004,2018-11-01 00:03:43,"2153 N 40TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
183050005-Assignment Completed,183050005,2018-11-01 00:00:53,"4115 N 56TH ST,MKE",7,RETURN STATION,Assignment Completed
183042710-Advised,183042710,2018-10-31 23:20:35,"516 S 68TH ST,MKE",3,FOLLOW UP,Advised
183042708-Service in Progress,183042708,2018-11-01 00:19:55,"2743 W HIGHLAND BL,MKE",3,TRBL W/SUBJ,Service in Progress
183050026-Service in Progress,183050026,2018-11-01 00:17:46,"1670 S 11TH ST,MKE",2,FIGHT,Service in Progress
183050030-Service in Progress,183050030,2018-11-01 00:16:43,"3500 W CLYBOURN ST,MKE",3,TRAFFIC LASER,Service in Progress
